News,True_Sentiment,Predicted_Sentiment,Confidence
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,neutral,0.9412854313850403
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,neutral,0.9453752040863037
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral,neutral,0.8803161382675171
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral,neutral,0.9281279444694519
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral,neutral,0.9552503228187561
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",neutral,neutral,0.5467830896377563
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,neutral,0.8354025483131409
`` Those uncertainties cloud the long-term outlook . '',negative,negative,0.9132158160209656
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,negative,0.9737310409545898
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,negative,0.9687585234642029
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,negative,0.9705364108085632
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,negative,0.9670711159706116
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,negative,0.9729645848274231
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,negative,0.9628159403800964
The situation of coated magazine printing paper will continue to be weak .,negative,negative,0.8810573816299438
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",negative,negative,0.9700416922569275
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative,negative,0.9645459651947021
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,negative,0.9759893417358398
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative,negative,0.9759787917137146
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,negative,0.9634526968002319
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,negative,0.9765452742576599
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,negative,0.9763227701187134
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,negative,0.9765326976776123
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,negative,0.9721766710281372
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative,negative,0.9701269268989563
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,negative,negative,0.976416289806366
Net sales have been eaten by the weak US dollar .,negative,negative,0.9738976359367371
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,negative,0.9738994836807251
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,negative,0.969833493232727
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,negative,0.9766066670417786
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",negative,negative,0.9767469763755798
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative,negative,0.9768152236938477
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,negative,0.976139485836029
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,negative,0.884190022945404
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,negative,0.9654967188835144
Reported operating margin was a negative 5.9 % .,negative,negative,0.9695491194725037
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative,negative,0.9696568250656128
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,negative,0.9719398617744446
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative,negative,0.9765568971633911
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",negative,negative,0.9664496183395386
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,negative,0.9764428734779358
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative,negative,0.9689764976501465
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,negative,0.9663346409797668
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",negative,negative,0.9657704830169678
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,negative,0.9751741290092468
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,negative,0.9746688008308411
EPS dropped to EUR0 .2 from EUR0 .3 .,negative,negative,0.9731701612472534
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative,negative,0.9713740944862366
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative,negative,0.9515085816383362
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,negative,0.9764857292175293
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,negative,0.9682819247245789
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,positive,0.9315211772918701
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,positive,0.8792999982833862
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",positive,positive,0.9547244310379028
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,positive,0.957239031791687
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive,positive,0.9392371773719788
